,ID,Clothing ID,Age,Rating,Division Name,Department Name,Class Name,USER ID,New Clothing ID
2601,2601,1110,55,4,General Petite,Dresses,Dresses,523,52
2602,2602,975,46,5,General,Jackets,Jackets,359,136
2603,2603,863,64,5,General,Tops,Knits,592,91
2605,2605,1089,31,5,General Petite,Dresses,Dresses,615,39
2606,2606,1110,44,5,General Petite,Dresses,Dresses,702,52
2607,2607,1110,38,5,General Petite,Dresses,Dresses,320,52
2608,2608,863,49,5,General,Tops,Knits,647,91
2609,2609,1059,53,2,General,Bottoms,Pants,514,18
2610,2610,1059,33,4,General,Bottoms,Pants,672,18
2611,2611,834,44,2,General,Tops,Blouses,209,76
2612,2612,1085,56,2,General Petite,Dresses,Dresses,62,35
2613,2613,829,49,5,General Petite,Tops,Blouses,345,72
2614,2614,1085,50,3,General Petite,Dresses,Dresses,575,35
2615,2615,829,54,5,General Petite,Tops,Blouses,254,72
2616,2616,1044,41,5,General,Bottoms,Pants,256,9
2617,2617,829,39,4,General Petite,Tops,Blouses,77,72
2618,2618,831,33,3,General,Tops,Blouses,18,74
2619,2619,829,29,3,General Petite,Tops,Blouses,80,72
2620,2620,829,49,5,General Petite,Tops,Blouses,345,72
2621,2621,1111,33,5,General,Dresses,Dresses,336,53
2622,2622,1082,57,5,General,Dresses,Dresses,744,32
2623,2623,1044,24,4,General,Bottoms,Pants,747,9
2624,2624,1044,51,5,General,Bottoms,Pants,398,9
2625,2625,1080,29,2,General,Dresses,Dresses,218,30
2626,2626,831,60,4,General,Tops,Blouses,198,74
2627,2627,1059,46,4,General,Bottoms,Pants,188,18
2628,2628,829,74,5,General Petite,Tops,Blouses,864,72
2629,2629,1081,33,5,General,Dresses,Dresses,336,31
2630,2630,945,32,5,General,Tops,Sweaters,452,129
2631,2631,1059,32,5,General,Bottoms,Pants,703,18
2632,2632,1044,45,5,General,Bottoms,Pants,409,9
2633,2633,829,28,5,General Petite,Tops,Blouses,69,72
2634,2634,1059,41,4,General,Bottoms,Pants,256,18
2636,2636,1086,45,4,General Petite,Dresses,Dresses,653,36
2638,2638,1085,44,2,General Petite,Dresses,Dresses,702,35
2639,2639,1044,25,4,General,Bottoms,Pants,374,9
2640,2640,828,36,5,General,Tops,Blouses,64,71
2642,2642,945,35,5,General,Tops,Sweaters,557,129
2643,2643,1044,49,5,General,Bottoms,Pants,201,9
2645,2645,1059,33,5,General,Bottoms,Pants,672,18
2647,2647,829,52,5,General,Tops,Blouses,43,72
2648,2648,1044,48,5,General,Bottoms,Pants,199,9
2649,2649,1059,34,4,General,Bottoms,Pants,14,18
2650,2650,1044,48,5,General,Bottoms,Pants,199,9
2651,2651,1104,58,4,General Petite,Dresses,Dresses,793,50
2652,2652,1059,34,4,General,Bottoms,Pants,14,18
2653,2653,1044,45,4,General,Bottoms,Pants,409,9
2654,2654,282,45,3,General,Bottoms,Shorts,832,61
2655,2655,282,45,5,General,Bottoms,Shorts,832,61
2656,2656,282,33,4,General,Bottoms,Shorts,787,61
2658,2658,282,48,5,General,Bottoms,Shorts,867,61
2660,2660,282,41,5,General,Bottoms,Shorts,869,61
2661,2661,881,33,3,General,Tops,Knits,45,108
2662,2662,282,49,5,General,Bottoms,Shorts,870,61
2663,2663,282,54,5,General,Bottoms,Shorts,871,61
2664,2664,1095,36,5,General Petite,Dresses,Dresses,53,44
2666,2666,1033,40,3,General Petite,Bottoms,Jeans,872,5
2667,2667,881,58,2,General,Tops,Knits,59,108
2668,2668,282,37,4,General,Bottoms,Shorts,499,61
2669,2669,282,39,4,General,Bottoms,Shorts,873,61
2670,2670,282,41,3,General,Bottoms,Shorts,869,61
2672,2672,282,43,5,General,Bottoms,Shorts,874,61
2673,2673,282,48,5,General,Bottoms,Shorts,867,61
2674,2674,282,56,5,General,Bottoms,Shorts,875,61
2675,2675,282,49,1,General,Bottoms,Shorts,870,61
2677,2677,282,31,5,General,Bottoms,Shorts,877,61
2678,2678,1095,33,4,General Petite,Dresses,Dresses,792,44
2679,2679,282,49,5,General,Bottoms,Shorts,870,61
2681,2681,1033,28,1,General,Bottoms,Jeans,203,5
2682,2682,282,53,4,General,Bottoms,Shorts,878,61
2683,2683,282,42,4,General,Bottoms,Shorts,410,61
2684,2684,282,63,1,General,Bottoms,Shorts,879,61
2685,2685,282,49,5,General,Bottoms,Shorts,870,61
2686,2686,282,43,5,General,Bottoms,Shorts,874,61
2687,2687,282,28,5,General,Bottoms,Shorts,880,61
2688,2688,282,42,5,General,Bottoms,Shorts,410,61
2689,2689,881,34,5,General,Tops,Knits,368,108
2690,2690,282,47,5,General,Bottoms,Shorts,395,61
2691,2691,881,39,4,General,Tops,Knits,49,108
2692,2692,1095,70,5,General Petite,Dresses,Dresses,738,44
2693,2693,282,25,5,General,Bottoms,Shorts,881,61
2694,2694,881,29,3,General,Tops,Knits,369,108
2695,2695,282,34,5,General,Bottoms,Shorts,882,61
2698,2698,881,52,4,General,Tops,Knits,96,108
2699,2699,282,28,2,General,Bottoms,Shorts,880,61
2700,2700,282,41,5,General,Bottoms,Shorts,869,61
2701,2701,818,36,4,General Petite,Tops,Blouses,273,63
2702,2702,282,51,5,General,Bottoms,Shorts,682,61
2704,2704,282,29,5,General,Bottoms,Shorts,884,61
2705,2705,282,39,5,General,Bottoms,Shorts,873,61
2706,2706,1095,33,1,General Petite,Dresses,Dresses,792,44
2707,2707,862,28,4,General,Tops,Knits,57,90
2708,2708,282,41,5,General,Bottoms,Shorts,869,61
2710,2710,282,43,5,General,Bottoms,Shorts,874,61
2711,2711,282,38,5,General,Bottoms,Shorts,678,61
2712,2712,282,32,4,General,Bottoms,Shorts,885,61
2713,2713,818,57,5,General Petite,Tops,Blouses,342,63
2714,2714,1094,23,5,General Petite,Dresses,Dresses,422,43
2715,2715,1086,26,5,General Petite,Dresses,Dresses,479,36
2716,2716,1022,38,5,General Petite,Bottoms,Jeans,627,149
2717,2717,1030,38,3,General,Bottoms,Jeans,183,3
2718,2718,872,38,5,General,Tops,Knits,200,100
2719,2719,984,34,5,General,Jackets,Jackets,475,137
2720,2720,872,52,4,General,Tops,Knits,96,100
2721,2721,945,22,5,General,Tops,Sweaters,449,129
2722,2722,1094,28,5,General Petite,Dresses,Dresses,490,43
2723,2723,945,23,4,General,Tops,Sweaters,574,129
2724,2724,1094,62,4,General Petite,Dresses,Dresses,70,43
2725,2725,872,48,5,General,Tops,Knits,41,100
2726,2726,984,39,5,General,Jackets,Jackets,831,137
2727,2727,1094,41,5,General Petite,Dresses,Dresses,55,43
2729,2729,1094,33,4,General Petite,Dresses,Dresses,792,43
2730,2730,984,42,5,General,Jackets,Jackets,340,137
2731,2731,1094,30,5,General Petite,Dresses,Dresses,177,43
2732,2732,872,46,5,General,Tops,Knits,46,100
2733,2733,1086,47,4,General Petite,Dresses,Dresses,439,36
2735,2735,872,66,4,General,Tops,Knits,50,100
2736,2736,872,41,4,General,Tops,Knits,47,100
2738,2738,921,32,5,General,Tops,Sweaters,452,120
2739,2739,1094,36,5,General Petite,Dresses,Dresses,53,43
2740,2740,1086,48,1,General Petite,Dresses,Dresses,601,36
2741,2741,872,66,3,General,Tops,Knits,50,100
2742,2742,1094,22,5,General Petite,Dresses,Dresses,846,43
2743,2743,984,28,5,General,Jackets,Jackets,482,137
2744,2744,872,55,4,General,Tops,Knits,222,100
2745,2745,1022,57,5,General Petite,Bottoms,Jeans,657,149
2746,2746,1086,22,4,General Petite,Dresses,Dresses,846,36
2748,2748,868,36,2,General,Tops,Knits,419,96
2749,2749,872,42,4,General,Tops,Knits,229,100
2750,2750,1094,39,4,General Petite,Dresses,Dresses,9,43
2751,2751,868,33,1,General,Tops,Knits,45,96
2752,2752,872,36,5,General,Tops,Knits,419,100
2753,2753,1086,52,4,General Petite,Dresses,Dresses,582,36
2754,2754,1094,32,5,General Petite,Dresses,Dresses,98,43
2755,2755,1123,52,5,General Petite,Jackets,Outerwear,888,57
2756,2756,872,34,4,General,Tops,Knits,368,100
2757,2757,878,43,1,General,Tops,Knits,42,105
2758,2758,1086,62,4,General Petite,Dresses,Dresses,70,36
2759,2759,878,42,3,General,Tops,Knits,229,105
2760,2760,878,33,5,General,Tops,Knits,45,105
2761,2761,1080,24,3,General,Dresses,Dresses,7,30
2762,2762,1086,41,5,General Petite,Dresses,Dresses,55,36
2763,2763,878,34,5,General,Tops,Knits,368,105
2764,2764,1080,35,5,General,Dresses,Dresses,304,30
2765,2765,1086,39,5,General Petite,Dresses,Dresses,9,36
2766,2766,878,62,4,General,Tops,Knits,648,105
2767,2767,868,44,5,General,Tops,Knits,170,96
2769,2769,868,50,4,General,Tops,Knits,568,96
2770,2770,868,43,5,General,Tops,Knits,42,96
2771,2771,868,40,5,General,Tops,Knits,38,96
2772,2772,1081,22,5,General Petite,Dresses,Dresses,846,31
2773,2773,868,33,4,General,Tops,Knits,45,96
2774,2774,864,46,1,General,Tops,Knits,46,92
2776,2776,868,42,5,General,Tops,Knits,229,96
2777,2777,868,29,3,General,Tops,Knits,369,96
2779,2779,868,59,5,General,Tops,Knits,36,96
2780,2780,864,38,5,General Petite,Tops,Knits,603,92
2781,2781,868,25,2,General,Tops,Knits,758,96
2782,2782,868,31,5,General,Tops,Knits,52,96
2783,2783,864,36,5,General Petite,Tops,Knits,435,92
2784,2784,868,35,4,General,Tops,Knits,223,96
2785,2785,868,25,5,General,Tops,Knits,758,96
2786,2786,1099,32,3,General Petite,Dresses,Dresses,98,47
2787,2787,868,67,3,General,Tops,Knits,814,96
2788,2788,868,37,5,General,Tops,Knits,61,96
2789,2789,868,25,5,General,Tops,Knits,758,96
2790,2790,1099,50,5,General Petite,Dresses,Dresses,575,47
2791,2791,909,49,5,General,Tops,Fine gauge,268,117
2794,2794,868,36,5,General,Tops,Knits,419,96
2795,2795,868,34,5,General,Tops,Knits,368,96
2796,2796,864,66,3,General Petite,Tops,Knits,776,92
2798,2798,1009,38,4,General,Bottoms,Skirts,120,147
2799,2799,1081,46,5,General Petite,Dresses,Dresses,481,31
2800,2800,868,51,5,General,Tops,Knits,90,96
2801,2801,868,28,3,General,Tops,Knits,57,96
2802,2802,868,23,5,General,Tops,Knits,569,96
2803,2803,868,34,1,General,Tops,Knits,368,96
2804,2804,864,43,5,General Petite,Tops,Knits,473,92
2805,2805,868,42,5,General,Tops,Knits,229,96
2807,2807,1099,51,5,General Petite,Dresses,Dresses,79,47
2808,2808,868,41,3,General,Tops,Knits,47,96
2809,2809,868,37,5,General,Tops,Knits,61,96
2811,2811,868,32,5,General,Tops,Knits,565,96
2812,2812,869,39,5,General,Tops,Knits,49,97
2813,2813,868,55,5,General,Tops,Knits,222,96
2815,2815,868,32,3,General,Tops,Knits,565,96
2816,2816,1028,34,4,General,Bottoms,Jeans,891,2
2817,2817,1084,56,3,General Petite,Dresses,Dresses,62,34
2819,2819,1083,46,5,General Petite,Dresses,Dresses,481,33
2820,2820,949,42,4,General Petite,Tops,Sweaters,892,130
2821,2821,1084,50,4,General Petite,Dresses,Dresses,575,34
2823,2823,949,33,5,General Petite,Tops,Sweaters,893,130
2824,2824,984,34,4,General,Jackets,Jackets,475,137
2825,2825,984,69,5,General,Jackets,Jackets,894,137
2826,2826,984,60,1,General,Jackets,Jackets,638,137
2827,2827,1093,34,3,General Petite,Dresses,Dresses,305,42
2828,2828,984,46,3,General,Jackets,Jackets,359,137
2829,2829,984,45,4,General,Jackets,Jackets,491,137
2832,2832,949,36,5,General Petite,Tops,Sweaters,895,130
2833,2833,984,34,5,General,Jackets,Jackets,475,137
2834,2834,1004,43,2,General,Bottoms,Skirts,210,145
2835,2835,984,53,5,General,Jackets,Jackets,356,137
2837,2837,984,56,1,General,Jackets,Jackets,321,137
2838,2838,984,67,5,General,Jackets,Jackets,897,137
2839,2839,949,35,5,General Petite,Tops,Sweaters,497,130
2840,2840,1020,39,5,General Petite,Bottoms,Skirts,146,148
2841,2841,949,45,3,General Petite,Tops,Sweaters,857,130
2844,2844,1125,39,5,General,Jackets,Outerwear,127,58
2845,2845,863,48,5,General Petite,Tops,Knits,596,91
2847,2847,1125,36,5,General,Jackets,Outerwear,244,58
2849,2849,863,61,5,General Petite,Tops,Knits,72,91
2850,2850,863,44,4,General Petite,Tops,Knits,85,91
2851,2851,863,47,2,General Petite,Tops,Knits,66,91
2852,2852,1103,33,1,General,Dresses,Dresses,336,49
2853,2853,995,56,5,General,Bottoms,Skirts,710,141
2854,2854,863,36,5,General Petite,Tops,Knits,435,91
2855,2855,863,29,5,General,Tops,Knits,369,91
2856,2856,863,48,5,General,Tops,Knits,41,91
2857,2857,829,52,4,General Petite,Tops,Blouses,128,72
2859,2859,829,49,3,General Petite,Tops,Blouses,345,72
2860,2860,863,57,5,General,Tops,Knits,58,91
2861,2861,829,68,4,General Petite,Tops,Blouses,337,72
2862,2862,863,63,3,General,Tops,Knits,194,91
2863,2863,863,64,5,General,Tops,Knits,592,91
2864,2864,863,57,5,General,Tops,Knits,58,91
2866,2866,895,39,5,General,Tops,Fine gauge,145,111
2867,2867,863,39,4,General,Tops,Knits,49,91
2868,2868,829,39,4,General Petite,Tops,Blouses,77,72
2869,2869,863,52,5,General,Tops,Knits,96,91
2870,2870,895,56,4,General,Tops,Fine gauge,44,111
2871,2871,863,37,4,General,Tops,Knits,61,91
2872,2872,829,51,1,General Petite,Tops,Blouses,344,72
2873,2873,1072,40,2,General Petite,Dresses,Dresses,355,23
2875,2875,895,34,5,General,Tops,Fine gauge,803,111
2877,2877,895,38,4,General,Tops,Fine gauge,302,111
2878,2878,995,40,4,General,Bottoms,Skirts,903,141
2879,2879,863,45,5,General,Tops,Knits,665,91
2880,2880,829,63,5,General Petite,Tops,Blouses,589,72
2881,2881,829,62,5,General Petite,Tops,Blouses,107,72
2882,2882,1125,26,5,General,Jackets,Outerwear,904,58
2883,2883,829,69,5,General Petite,Tops,Blouses,274,72
2884,2884,863,47,2,General,Tops,Knits,37,91
2885,2885,863,23,5,General,Tops,Knits,569,91
2886,2886,829,59,4,General Petite,Tops,Blouses,334,72
2887,2887,829,50,5,General Petite,Tops,Blouses,352,72
2888,2888,863,49,4,General,Tops,Knits,647,91
2889,2889,863,66,5,General,Tops,Knits,50,91
2890,2890,863,58,5,General,Tops,Knits,59,91
2891,2891,863,34,4,General,Tops,Knits,368,91
2892,2892,863,44,5,General,Tops,Knits,170,91
2893,2893,863,62,5,General,Tops,Knits,648,91
2894,2894,829,23,4,General Petite,Tops,Blouses,82,72
2895,2895,895,38,5,General,Tops,Fine gauge,302,111
2896,2896,863,56,4,General,Tops,Knits,585,91
2897,2897,863,36,5,General,Tops,Knits,419,91
2898,2898,829,66,4,General Petite,Tops,Blouses,587,72
2900,2900,863,45,5,General,Tops,Knits,665,91
2901,2901,863,49,5,General,Tops,Knits,647,91
2902,2902,829,48,4,General Petite,Tops,Blouses,68,72
2904,2904,863,34,5,General,Tops,Knits,368,91
2905,2905,895,39,5,General,Tops,Fine gauge,145,111
2906,2906,895,45,3,General,Tops,Fine gauge,906,111
2907,2907,863,39,2,General,Tops,Knits,49,91
2908,2908,1125,46,5,General,Jackets,Outerwear,779,58
2909,2909,863,36,5,General,Tops,Knits,419,91
2910,2910,995,35,4,General,Bottoms,Skirts,768,141
2912,2912,1125,33,5,General,Jackets,Outerwear,73,58
2913,2913,995,35,4,General,Bottoms,Skirts,768,141
2914,2914,829,73,5,General Petite,Tops,Blouses,637,72
2916,2916,1125,41,5,General,Jackets,Outerwear,202,58
2917,2917,1125,48,5,General,Jackets,Outerwear,909,58
2918,2918,995,47,5,General,Bottoms,Skirts,118,141
2919,2919,863,34,1,General,Tops,Knits,368,91
2920,2920,863,58,4,General,Tops,Knits,59,91
2921,2921,863,31,5,General,Tops,Knits,52,91
2922,2922,829,52,4,General Petite,Tops,Blouses,128,72
2923,2923,863,47,5,General,Tops,Knits,37,91
2924,2924,1125,32,4,General,Jackets,Outerwear,16,58
2925,2925,863,59,3,General,Tops,Knits,36,91
2926,2926,863,60,1,General,Tops,Knits,60,91
2929,2929,863,62,4,General,Tops,Knits,648,91
2930,2930,863,21,4,General,Tops,Knits,798,91
2932,2932,1125,46,5,General,Jackets,Outerwear,779,58
2933,2933,863,46,2,General,Tops,Knits,46,91
2934,2934,995,60,4,General,Bottoms,Skirts,673,141
2935,2935,829,51,5,General Petite,Tops,Blouses,344,72
2936,2936,1125,53,4,General,Jackets,Outerwear,910,58
2937,2937,895,48,5,General,Tops,Fine gauge,470,111
2938,2938,995,35,3,General,Bottoms,Skirts,768,141
2939,2939,1125,51,5,General,Jackets,Outerwear,795,58
2940,2940,838,65,5,General,Tops,Blouses,281,79
2941,2941,829,66,5,General Petite,Tops,Blouses,587,72
2943,2943,863,22,5,General,Tops,Knits,318,91
2944,2944,863,60,5,General,Tops,Knits,60,91
2945,2945,863,64,5,General,Tops,Knits,592,91
2947,2947,1125,52,5,General,Jackets,Outerwear,912,58
2948,2948,863,49,5,General,Tops,Knits,647,91
2950,2950,1094,47,4,General,Dresses,Dresses,17,43
2951,2951,873,44,5,General Petite,Tops,Knits,85,101
2952,2952,1094,39,5,General,Dresses,Dresses,48,43
2953,2953,1094,49,5,General,Dresses,Dresses,5,43
2954,2954,1094,35,5,General,Dresses,Dresses,304,43
2955,2955,1094,48,4,General,Dresses,Dresses,372,43
2957,2957,1001,54,4,General,Bottoms,Skirts,859,144
2958,2958,1094,20,5,General,Dresses,Dresses,339,43
2959,2959,1094,30,5,General,Dresses,Dresses,237,43
2960,2960,1078,40,5,General,Dresses,Dresses,158,28
2961,2961,854,52,5,General Petite,Tops,Knits,487,85
2962,2962,1094,32,5,General,Dresses,Dresses,95,43
2963,2963,873,48,5,General Petite,Tops,Knits,596,101
2964,2964,873,40,5,General Petite,Tops,Knits,815,101
2965,2965,1094,24,5,General,Dresses,Dresses,7,43
2966,2966,1094,34,4,General,Dresses,Dresses,1,43
2967,2967,854,41,5,General Petite,Tops,Knits,440,85
2968,2968,873,32,3,General Petite,Tops,Knits,467,101
2970,2970,854,38,4,General Petite,Tops,Knits,603,85
2971,2971,1094,31,5,General,Dresses,Dresses,20,43
2972,2972,873,60,4,General Petite,Tops,Knits,476,101
2973,2973,1094,57,5,General,Dresses,Dresses,744,43
2974,2974,873,39,5,General Petite,Tops,Knits,6,101
2975,2975,1078,38,2,General Petite,Dresses,Dresses,320,28
2976,2976,1094,46,4,General,Dresses,Dresses,343,43
2977,2977,1078,58,5,General Petite,Dresses,Dresses,793,28
2978,2978,1094,35,5,General,Dresses,Dresses,304,43
2979,2979,1094,40,5,General,Dresses,Dresses,158,43
2981,2981,1001,50,3,General,Bottoms,Skirts,913,144
2982,2982,1094,44,5,General,Dresses,Dresses,92,43
2983,2983,1094,44,5,General,Dresses,Dresses,92,43
2984,2984,862,39,1,General,Tops,Knits,49,90
2985,2985,1082,41,5,General,Dresses,Dresses,243,32
2986,2986,1082,47,2,General,Dresses,Dresses,17,32
2987,2987,862,49,3,General,Tops,Knits,647,90
2988,2988,862,55,1,General,Tops,Knits,222,90
2989,2989,1082,38,5,General,Dresses,Dresses,241,32
2990,2990,862,33,1,General,Tops,Knits,45,90
2991,2991,1082,35,5,General,Dresses,Dresses,304,32
2992,2992,862,65,1,General,Tops,Knits,227,90
2993,2993,1082,62,5,General,Dresses,Dresses,420,32
2994,2994,1092,25,5,General,Dresses,Dresses,214,41
2995,2995,999,34,5,General,Bottoms,Skirts,379,143
2996,2996,1080,53,5,General,Dresses,Dresses,8,30
2998,2998,862,30,3,General,Tops,Knits,140,90
2999,2999,862,50,1,General,Tops,Knits,568,90
3000,3000,868,27,4,General,Tops,Knits,328,96
3001,3001,1082,69,4,General,Dresses,Dresses,646,32
3002,3002,862,41,3,General,Tops,Knits,47,90
3003,3003,999,49,5,General,Bottoms,Skirts,767,143
3004,3004,999,47,5,General,Bottoms,Skirts,118,143
3005,3005,1082,41,2,General,Dresses,Dresses,243,32
3006,3006,862,76,2,General,Tops,Knits,914,90
3007,3007,862,50,5,General,Tops,Knits,568,90
3008,3008,1082,57,4,General,Dresses,Dresses,744,32
3009,3009,862,31,3,General,Tops,Knits,52,90
3010,3010,1082,57,4,General,Dresses,Dresses,744,32
3011,3011,1082,45,3,General,Dresses,Dresses,226,32
3012,3012,1028,39,4,General Petite,Bottoms,Jeans,915,2
3013,3013,1044,32,2,General,Bottoms,Pants,703,9
3014,3014,1082,35,5,General,Dresses,Dresses,304,32
3015,3015,1082,66,3,General,Dresses,Dresses,689,32
3016,3016,1104,44,3,General,Dresses,Dresses,92,50
3017,3017,862,29,1,General,Tops,Knits,369,90
3018,3018,1080,24,4,General,Dresses,Dresses,7,30
3019,3019,999,36,5,General,Bottoms,Skirts,121,143
3020,3020,862,56,4,General,Tops,Knits,585,90
3021,3021,999,33,5,General,Bottoms,Skirts,916,143
3022,3022,999,31,5,General,Bottoms,Skirts,24,143
3024,3024,1082,39,5,General,Dresses,Dresses,48,32
3025,3025,862,68,1,General,Tops,Knits,855,90
3026,3026,862,47,4,General,Tops,Knits,37,90
3027,3027,862,26,5,General,Tops,Knits,217,90
3028,3028,1082,43,5,General,Dresses,Dresses,451,32
3029,3029,862,27,4,General,Tops,Knits,328,90
3030,3030,1082,67,4,General,Dresses,Dresses,348,32
3031,3031,862,35,3,General,Tops,Knits,223,90
3032,3032,1094,31,3,General,Dresses,Dresses,20,43
3033,3033,999,37,5,General,Bottoms,Skirts,123,143
3034,3034,1082,39,5,General,Dresses,Dresses,48,32
3035,3035,862,48,1,General,Tops,Knits,41,90
3036,3036,1082,66,5,General,Dresses,Dresses,689,32
3038,3038,1044,36,5,General,Bottoms,Pants,384,9
3039,3039,1092,52,5,General,Dresses,Dresses,173,41
3040,3040,1094,40,4,General,Dresses,Dresses,158,43
3043,3043,862,31,1,General,Tops,Knits,52,90
3044,3044,1082,61,4,General,Dresses,Dresses,94,32
3045,3045,878,35,5,General,Tops,Knits,223,105
3046,3046,872,35,5,General,Tops,Knits,223,100
3047,3047,1020,30,2,General,Bottoms,Skirts,920,148
3048,3048,1024,53,5,General,Bottoms,Jeans,921,0
3049,3049,907,20,4,General,Tops,Fine gauge,922,116
3050,3050,907,64,5,General,Tops,Fine gauge,858,116
3051,3051,872,55,4,General,Tops,Knits,222,100
3052,3052,895,46,5,General,Tops,Fine gauge,573,111
3054,3054,1020,41,5,General,Bottoms,Skirts,296,148
3055,3055,907,39,4,General,Tops,Fine gauge,145,116
3056,3056,1080,39,5,General,Dresses,Dresses,48,30
3057,3057,907,42,2,General,Tops,Fine gauge,471,116
3058,3058,907,54,5,General,Tops,Fine gauge,171,116
3059,3059,878,46,5,General,Tops,Knits,46,105
3060,3060,872,40,5,General,Tops,Knits,38,100
3061,3061,872,61,5,General,Tops,Knits,51,100
3062,3062,907,49,4,General,Tops,Fine gauge,268,116
3063,3063,895,75,5,General,Tops,Fine gauge,924,111
3064,3064,1080,42,4,General,Dresses,Dresses,294,30
3065,3065,1020,55,5,General,Bottoms,Skirts,417,148
3067,3067,1009,40,3,General,Bottoms,Skirts,903,147
3068,3068,872,32,4,General,Tops,Knits,565,100
3069,3069,907,83,5,General,Tops,Fine gauge,926,116
3070,3070,895,45,4,General,Tops,Fine gauge,906,111
3071,3071,1080,35,3,General,Dresses,Dresses,304,30
3072,3072,1020,48,4,General,Bottoms,Skirts,363,148
3075,3075,1009,36,5,General,Bottoms,Skirts,121,147
3076,3076,907,40,5,General,Tops,Fine gauge,169,116
3077,3077,872,26,4,General,Tops,Knits,217,100
3078,3078,895,45,5,General,Tops,Fine gauge,906,111
3079,3079,1009,45,5,General,Bottoms,Skirts,708,147
3080,3080,907,64,3,General,Tops,Fine gauge,858,116
3082,3082,1020,41,4,General,Bottoms,Skirts,296,148
3083,3083,872,25,5,General,Tops,Knits,758,100
3085,3085,872,37,5,General,Tops,Knits,61,100
3086,3086,895,38,5,General,Tops,Fine gauge,302,111
3088,3088,1009,52,5,General,Bottoms,Skirts,130,147
3089,3089,872,36,4,General,Tops,Knits,419,100
3091,3091,1020,34,5,General,Bottoms,Skirts,379,148
3092,3092,895,47,5,General,Tops,Fine gauge,255,111
3093,3093,895,38,5,General,Tops,Fine gauge,302,111
3094,3094,895,62,3,General,Tops,Fine gauge,253,111
3096,3096,907,64,5,General,Tops,Fine gauge,858,116
3097,3097,895,48,5,General Petite,Tops,Fine gauge,928,111
3098,3098,907,40,4,General,Tops,Fine gauge,169,116
3099,3099,895,48,5,General Petite,Tops,Fine gauge,928,111
3101,3101,872,24,4,General,Tops,Knits,837,100
3102,3102,907,48,2,General,Tops,Fine gauge,470,116
3103,3103,1020,46,5,General,Bottoms,Skirts,404,148
3104,3104,1020,35,4,General,Bottoms,Skirts,768,148
3105,3105,906,38,4,General Petite,Tops,Fine gauge,929,115
3106,3106,862,51,5,General Petite,Tops,Knits,138,90
3107,3107,1104,57,3,General,Dresses,Dresses,744,50
3109,3109,862,45,5,General Petite,Tops,Knits,433,90
3110,3110,906,48,5,General Petite,Tops,Fine gauge,928,115
3111,3111,862,39,5,General Petite,Tops,Knits,6,90
3112,3112,909,41,4,General,Tops,Fine gauge,144,117
3113,3113,906,28,5,General Petite,Tops,Fine gauge,492,115
3114,3114,862,27,5,General Petite,Tops,Knits,489,90
3115,3115,835,49,5,General Petite,Tops,Blouses,345,77
3116,3116,835,49,4,General Petite,Tops,Blouses,345,77
3117,3117,933,26,5,General,Tops,Sweaters,423,122
3118,3118,906,35,5,General Petite,Tops,Fine gauge,848,115
3119,3119,903,31,5,General,Tops,Fine gauge,307,114
3120,3120,1022,52,5,General,Bottoms,Jeans,827,149
3121,3121,862,61,5,General Petite,Tops,Knits,72,90
3122,3122,862,41,5,General Petite,Tops,Knits,440,90
3123,3123,906,32,5,General Petite,Tops,Fine gauge,645,115
3124,3124,862,37,5,General Petite,Tops,Knits,75,90
3125,3125,835,46,5,General Petite,Tops,Blouses,283,77
3126,3126,862,65,5,General Petite,Tops,Knits,807,90
3127,3127,835,29,5,General Petite,Tops,Blouses,80,77
3128,3128,1104,39,4,General Petite,Dresses,Dresses,9,50
3129,3129,862,39,3,General Petite,Tops,Knits,6,90
3130,3130,835,39,4,General Petite,Tops,Blouses,77,77
3131,3131,862,39,5,General Petite,Tops,Knits,6,90
3132,3132,906,65,5,General Petite,Tops,Fine gauge,726,115
3133,3133,903,28,2,General,Tops,Fine gauge,796,114
3134,3134,906,34,4,General Petite,Tops,Fine gauge,852,115
3135,3135,835,29,5,General Petite,Tops,Blouses,80,77
3136,3136,906,37,5,General Petite,Tops,Fine gauge,931,115
3137,3137,835,46,1,General Petite,Tops,Blouses,283,77
3138,3138,862,60,5,General Petite,Tops,Knits,476,90
3139,3139,909,30,3,General,Tops,Fine gauge,271,117
3140,3140,862,64,1,General Petite,Tops,Knits,769,90
3141,3141,909,56,4,General,Tops,Fine gauge,44,117
3142,3142,835,42,5,General Petite,Tops,Blouses,465,77
3143,3143,862,53,2,General,Tops,Knits,567,90
3144,3144,862,65,5,General,Tops,Knits,227,90
3145,3145,862,26,4,General,Tops,Knits,217,90
3147,3147,1104,42,5,General Petite,Dresses,Dresses,461,50
3148,3148,903,20,5,General,Tops,Fine gauge,922,114
3149,3149,835,48,5,General Petite,Tops,Blouses,68,77
3150,3150,906,73,5,General Petite,Tops,Fine gauge,933,115
3151,3151,862,43,4,General,Tops,Knits,42,90
3153,3153,906,36,5,General Petite,Tops,Fine gauge,179,115
3154,3154,906,46,5,General Petite,Tops,Fine gauge,156,115
3156,3156,1054,26,5,General,Bottoms,Pants,197,15
3157,3157,862,47,5,General,Tops,Knits,37,90
3158,3158,862,40,5,General,Tops,Knits,38,90
3159,3159,909,32,5,General,Tops,Fine gauge,263,117
3160,3160,906,53,5,General Petite,Tops,Fine gauge,721,115
